Profile Name,Title,Date,Model name,Model Colour,Verified,Review Text,Votes,Helpful,Review Total,Number of comments
Sunil,ACTUALLY ITS THE SPEED YOU NEED,5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,"Amazing product in this segment.
Cool display!
Amazing Fast Processor!
Good Camera! (Best in Day light & with improved night mode)
Actually its the Speed you Need!
Best phone that challenges the high end flagships with a great price!; Amazing product in this segment.; Cool display!; Amazing Fast Processor!; Good Camera! (Best in Day light & with improved night mode); Actually its the Speed you Need!; Best phone that challenges the high end flagships with a great price!",,Helpful,0,Comment
Dhaval Kapadia,Oneplus the Ferrari of smartphones,11 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,"No comments for oneplus.... Exceptionally the best product as usual.... Superb picture, sound quality on speakers and headphones... Games works like charm and blazing fast speed for loading.... Absolutely no lag.... Easily fits pocket and beats exceptionally heavy prices smartphones in features, quality, durability of Samsung and apple of the world's.; No comments for oneplus.... Exceptionally the best product as usual.... Superb picture, sound quality on speakers and headphones... Games works like charm and blazing fast speed for loading.... Absolutely no lag.... Easily fits pocket and beats exceptionally heavy prices smartphones in features, quality, durability of Samsung and apple of the world's.",One person found this helpful,Helpful,0,Comment
Sudhanshu Shukla,Great Mobile,8 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,"Picture Quality : Very Good
Camera : Good.. not very good. Night mode is very good
Battery Life: Its good (i hope its because it is new). I use the mobile throughout the day..(music, internet over 4G and Wifi); Picture Quality : Very Good; Camera : Good.. not very good. Night mode is very good; Battery Life: Its good (i hope its because it is new). I use the mobile throughout the day..(music, internet over 4G and Wifi)",,Helpful,0,Comment
Mitul Kirtania,Best Android phone at this price point,10 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Indeed it is flagship killer. All the best features in an affordable price range.; Indeed it is flagship killer. All the best features in an affordable price range.,,Helpful,0,Comment
bibek,excellent,9 November 2018,Size: 8+128 GB,Colour: Mirror Black,Verified Purchase,awesome phone with great specs at excellent price; awesome phone with great specs at excellent price,,Helpful,0,Comment
RAKESH KUMAR PAL,Best,8 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Best; Best,One person found this helpful,Helpful,0,Comment
Amazon Customer,Good Product,6 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Good product; Good product,,Helpful,0,Comment
Amazon Customer,Poor battery 60‌% life of Redmi note 4 rest is good,9 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,"Everything ok but battery life is not as expected.Earlier I was using Redmi Note 4 , compared to that phone it has 60% life only.I am not a heavy user just in sociel media usages it lasts 8-9 hrs only.; Everything ok but battery life is not as expected.Earlier I was using Redmi Note 4 , compared to that phone it has 60% life only.I am not a heavy user just in sociel media usages it lasts 8-9 hrs only.",,Helpful,2,2 Comments
Aryan Srivastava,Top notch smartphone,5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,The phone arrived in a properly sealed packet. The delivery agent didn't wait up for product verification. The picture quality of the rear camera is excellent in the given price bracket. Sound quality has improved a lot since i was a one plus 3 user so I can bet on the same. Battery life easily lasts for 1 day with a heavy usage.; The phone arrived in a properly sealed packet. The delivery agent didn't wait up for product verification. The picture quality of the rear camera is excellent in the given price bracket. Sound quality has improved a lot since i was a one plus 3 user so I can bet on the same. Battery life easily lasts for 1 day with a heavy usage.,,Helpful,0,Comment
Pranay Shree,The speed your really to need to unlock😉😉,4 November 2018,Size: 8+128 GB,Colour: Mirror Black,Verified Purchase,"The fluidic Operating System is working amazingly.
Best phone to have. Super-cool on screen unlock, best screen and amazing camera with really long battery backup. Best of the OnePlus.
Oneplus 6 users you just really do not need to upgrade as Oneplus is providing updates in the camera and UI as same as Oneplus 6T.
Old OnePlus phones users you really need to unlock the speed with 6 or 6T😍😍; The fluidic Operating System is working amazingly.; Best phone to have. Super-cool on screen unlock, best screen and amazing camera with really long battery backup. Best of the OnePlus.; Oneplus 6 users you just really do not need to upgrade as Oneplus is providing updates in the camera and UI as same as Oneplus 6T.; Old OnePlus phones users you really need to unlock the speed with 6 or 6T😍😍",134 people found this helpful,Helpful,0,Comment
Gurjit singh,"Picture, battery",10 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,"I m Getting hanging issue in my new cell and I have not installed any New apps which can harm this cell
Feeling low battery backup and camera clearity in low light is not good as expected; I m Getting hanging issue in my new cell and I have not installed any New apps which can harm this cell; Feeling low battery backup and camera clearity in low light is not good as expected",,Helpful,0,Comment
deepak,Killer,8 November 2018,Size: 8+128 GB,Colour: Mirror Black,Verified Purchase,Super; Super,,Helpful,0,Comment
Diksha,Adorable,6 November 2018,Size: 8+128 GB,Colour: Mirror Black,Verified Purchase,Awesome product; Awesome product,,Helpful,0,Comment
Vikrant Thorat,OnePlus 6T is very fast phone,4 November 2018,Size: 8+256 GB,Colour: Midnight Black,Verified Purchase,"OnePlus 6T has good speed, battery life & great camera; OnePlus 6T has good speed, battery life & great camera",,Helpful,0,Comment
ZAHOOR,Really the flagship killer,4 November 2018,Size: 8+256 GB,Colour: Midnight Black,Verified Purchase,"Here's the benchmark, op6t just defeated them all except the asus ROG Phone a gaming phone.; Here's the benchmark, op6t just defeated them all except the asus ROG Phone a gaming phone.",,Helpful,0,Comment
Sahil Prajapati,Amazing phone,9 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Battery life and charging both are awesome...; Battery life and charging both are awesome...,One person found this helpful,Helpful,0,Comment
Gauri Malani,Amazing phone,7 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,I just loved the mobile.; I just loved the mobile.,,Helpful,0,Comment
visheshmehra,Stunning camera,5 November 2018,Size: 8+128 GB,Colour: Midnight Black,Verified Purchase,Stunning phone wish the sound could be less it's like a mini Bluetooth.; Stunning phone wish the sound could be less it's like a mini Bluetooth.,,Helpful,1,1 Comment
Rps chawla,Good,8 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Great phone; Great phone,,Helpful,0,Comment
Anu jain,Picture,12 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Very good picture quality; Very good picture quality,One person found this helpful,Helpful,0,Comment
Hogan Alex,Never Settles,9 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,I liked the product very much...it's awesome in the case of Sound and picture quality and Battery life also Great.; I liked the product very much...it's awesome in the case of Sound and picture quality and Battery life also Great.,,Helpful,0,Comment
JOHN SAMUEL.J,Good one,12 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Good product; Good product,,Helpful,0,Comment
Sadashiba Parida,Battery life,9 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Though the battery is 3700 mah .it is not giving that much of back up as i expected.; Though the battery is 3700 mah .it is not giving that much of back up as i expected.,,Helpful,0,Comment
Jigar Goswami,Oneplus 6T,5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,"It's a premium phone with good battery life and camera, it's sound is also nice, I m waiting for it's type c ear phone as a prebook offer in amazon; It's a premium phone with good battery life and camera, it's sound is also nice, I m waiting for it's type c ear phone as a prebook offer in amazon",,Helpful,0,Comment
Amazon Customer,Everything is very good other than the fingerprint recognition,4 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,"The fingerprint sensor is not always detecting properly. And there are few bugs, but not so critical.; The fingerprint sensor is not always detecting properly. And there are few bugs, but not so critical.",,Helpful,1,1 Comment
Hemanth,Awesome,6 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Super fast mobile; Super fast mobile,,Helpful,0,Comment
Surya Kiran,Value for money. Hardware and Software are top notch.,4 November 2018,Size: 8+128 GB,Colour: Midnight Black,Verified Purchase,"I pre-ordered the phone on 9th Oct and literally waited for more than a month for this phone. It was worth waiting.
Phone looks similar to one plus 6 however the technology you get in this phone is updated and is latest. The notch looks beautiful compared to other waterdrop notch phones. I'm not an audiphile so can't complain much about the removal of headphone jack. I'm pretty comfortable with wireless earphones. The OS is something which needs to be considered the most on a phone, which most of the people ignore. I migrated from a Sony phone and see a huge difference in the usage, the OS is smooth as butter and is calibrated for daily driver. You can perform many tasks at a snap of your fingers and never experience a lag on the phone. Camera is good, clicks are clear. Portrait and night mode are very useful and handy. Slow motion works well. Battery life is comparably good, you get around 6 hrs of SOT from a full charge. I feel that's more than enough for a daily driver and works well for gamers. Charging is pretty fast you can charge the phone from 0 to 100 in 1 hr 20min.
I feel it's worth paying 40k for a premium phone like this, which offers good support for your OS and provides Android updates for 2 yrs. Rather than spending 25k+ for plastic and non premium phones. BTW this comes with no bloatware and is completely based on stock OS which contains a lot of tweaks and customizatios. That's the best part of the phone.
Go for it if you don't want to compromise !!; I pre-ordered the phone on 9th Oct and literally waited for more than a month for this phone. It was worth waiting.; Phone looks similar to one plus 6 however the technology you get in this phone is updated and is latest. The notch looks beautiful compared to other waterdrop notch phones. I'm not an audiphile so can't complain much about the removal of headphone jack. I'm pretty comfortable with wireless earphones. The OS is something which needs to be considered the most on a phone, which most of the people ignore. I migrated from a Sony phone and see a huge difference in the usage, the OS is smooth as butter and is calibrated for daily driver. You can perform many tasks at a snap of your fingers and never experience a lag on the phone. Camera is good, clicks are clear. Portrait and night mode are very useful and handy. Slow motion works well. Battery life is comparably good, you get around 6 hrs of SOT from a full charge. I feel that's more than enough for a daily driver and works well for gamers. Charging is pretty fast you can charge the phone from 0 to 100 in 1 hr 20min.; I feel it's worth paying 40k for a premium phone like this, which offers good support for your OS and provides Android updates for 2 yrs. Rather than spending 25k+ for plastic and non premium phones. BTW this comes with no bloatware and is completely based on stock OS which contains a lot of tweaks and customizatios. That's the best part of the phone.; Go for it if you don't want to compromise !!",8 people found this helpful,Helpful,0,Comment
